thumbnail,id,date,issue_number,issue_id,page,url,download_image,text
"{""img_src"": ""https://nla.gov.au/nla.obj-558008275/image?WID=500"", ""width"": 250}",nla.obj-558008275,1935-05-15,2883,nla.obj-557970862,7,https://nla.gov.au/nla.obj-558008275,https://nla.gov.au/nla.obj-558008275/image,"

The Bulletin
Vol. 56.—N0. 2883.
May 15, 1935.
THE YOUNG LADY SHOWS HER MEDAL.
“One of the 2300 N.S.W. recipients of the jubilee medal, awarded for ‘public service generally,’ is ‘Lindsay, Norman, artist.’”
“Oo, so you got one, too!""
"
"{""img_src"": ""https://nla.gov.au/nla.obj-663699006/image?WID=500"", ""width"": 250}",nla.obj-663699006,1901-03-09,1099,nla.obj-663674250,7,https://nla.gov.au/nla.obj-663699006,https://nla.gov.au/nla.obj-663699006/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post as a Newsy ayer
Vol. 22.—N0. 1099.
SATURDAY, MARCH 9, 1901.
Price Go.
AUSTRALIA FIRST: THE POLICY FOR THE COMMONWEALTH.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-600189289/image?WID=500"", ""width"": 250}",nla.obj-600189289,1929-04-03,2564,nla.obj-600164019,7,https://nla.gov.au/nla.obj-600189289,https://nla.gov.au/nla.obj-600189289/image,"

The Bulletin
Vol. 50.—N0. 2564.
April 3, 1929.
AN OLD LADY DISCOVERS WHAT BANANAS ARE FOR.
“The ARGUS is now using the banana to bring down Australia’s policy of Protection. Pleading the poor quality of the Queensland fruit, it seeks to have the duty on
imports repealed.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-539318888/image?WID=500"", ""width"": 250}",nla.obj-539318888,1945-09-12,3422,nla.obj-539188138,5,https://nla.gov.au/nla.obj-539318888,https://nla.gov.au/nla.obj-539318888/image,"

The Bulletin
Vol. 66—No, 3422
Wednesday, September 12, 1945
FIRST—AND LAST?
“Chifley, P.M., has been delivered of a tax-cut, to take effect on January 1, which has been widely objected to as undersized.”
“Oh, Mrs. Frankie Gamp, I ’ad a norful time, and that there Dr. Caucus was more ’indrance than ’elp.”
“Never you mind, dearie! P’raps you won’t never ’ave to go through it no more.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-514039331/image?WID=500"", ""width"": 250}",nla.obj-514039331,1950-05-10,3665,nla.obj-513863180,5,https://nla.gov.au/nla.obj-514039331,https://nla.gov.au/nla.obj-514039331/image,"

The Bulletin
VoT. 71—No. 3 665
Wednesday, May 10, 1950
*•mf '
A SPOT OF BOTHER.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-691444355/image?WID=500"", ""width"": 250}",nla.obj-691444355,1904-12-08,1295,nla.obj-691412748,13,https://nla.gov.au/nla.obj-691444355,https://nla.gov.au/nla.obj-691444355/image,"

HVIHOIOIA
JLXLWAYSi
SUMMER—^
excursions.
From 15th NOVEMBER, 1904,
till 30th APRIL, 1905,
Tickets in connection with the following
Cheap Excursions will be issued
Seaside and Gippsland Lakes;
Mountainous Districts ;
Combined Rail and Coach; ,
Wednesday, Saturday* Sunday
Excursions to Williamstown,
Port Melbourne, St. Kilda,
Brighton Beach, Sandring-
ham and Mordialloc;
Wednesday, Saturday* Sunday
Excursions to Black Rock
and Beaumaris;
Also Excursions to Cowes and
San Remo.
Full Particulars can be obtained from the "" Boek
Time Table ” or from Posters at Stations.
NOP GARDENS ON THE MITCHELL
I
Ssi®
MM
SgP5
LAKEr kjnq
iq
'v
HR
1
n
2.
I a
■■■'■ -
s/:
i
»
.../
&
iiecß
QIPPSLAND SCENERY.
SEASIDE and
CIPPSLANP LAKES
EXCURSIONS.
From 15th NOVEMBER, 1904.
till 30th APRIL, 1905,
Seaside Excursion Tickets will be issued
at some of the Principal Stations to
Geelong, QueensclifT, Dean’s
Marsh, Forrest, Timboon,
Portland, Warrnambool, Port
< Fairy, Carrum, Frankston,
Hastings, Bittern,
Mornington, Stony Point,
Sale, Bairnsdale, Tooradin,
Foster, Toora, Welshpool,
Alberton, or Port Albert,
AND
Combined Railway and Steam-boat
Tickets for the Gippsland Lakes.
The tickets will be available for two
months, and the journey may be broken at
Melbourne for three days going and return-
ing. Purchasers of seaside tickets to
Queenscliff or to Warrnambool and Port
Fairy (via Penhurst) and Port Fairy (via
Terang) may make Drysdale or Marcus
Hill or Koroit respectively their destina-
tion instead. For full particulars see
posters at stations.
EXCURSION FARES to MOUNTAINOUS DISTRICTS
From 15th NOVEMBER, 1904, till 30th APRIL, 1905, first and second-class return tickets will be issued at Spencer-street or Prince’s Bridge Stations (as the case may be) to
Toongabbie, Briagoiong, Beechworth, Yackandandah, Bright, Huon Larne, Tallangatta, Mansfield;
and from Warrnambool, Port Fairy and Portland to Beechworth or to Bright.
■ ■ 1
m
\ m m%m& l C‘ x*i' Vvi""
£1 St;> n T*
ililffi
* Pi#
,4-.' -JW..
mm
k
w^ : M
f®i
. ■ fir
i*#
tJJaR
ggip
£3
M
*£&*»> ;»\'
?fiKi*£%
•'l'^
«a-*
<* "" M ,wS
m
■•sM
*0
m
&
f %
3«?
*mm
&OAP ro ClEAff V/£W
GhpEvor.
Yama XrHWm
kfS
m
&
- . ar ftALLESWS 6UL'£Y l
COMBINED RAIL ai)d COACH TICKETS.
From loth NOVEMBER, 1904, till 30th APRIL, 1905, combined Rail and Coach
Tickets will be issued at Spencer-street and Prince’s Bridge stations (as the case
may be), and at the Central Booking Office, to Forest-road, Sassafras, Olinda,
the Hermitage, Narbethong, St.
Lilians, Marysville, Gracedale, Buxton,
•Jamieson, Bou,steads, Omeo, Bruthen,
Buchan, Lome, Ocean Grove, Spring
brnek, Barwon Heads, Torquay,
Portarlington, Clifton Springs,
A-nglesea, Airey’s Inlet, St. Leonards,
Inverloch, Apollo Bay, and Flinders.
Combined. Rail and Coach Circular
Tickets wdl also be issued from Mel-
hourne to Healesville (by rail), thence
to Marysville and Alexandra-road (by
coaph), and Alexandra-road to Mel-
bourne (by rail) ; and Melbourne to
Br.ght (by rail), thence to Omeo and
Bairnsdale (by coach), thence to Mel-
bourne (by rail), and vice versa ; also
Melbourne to Healesville (by rail),
thence (by coach) to Launching Place,
a nd (by rail) to Melbourne, and
ihce versa.
For Full Particulars
see Posters at Stations*
:<*■
ft
m
s
ai
L O TUS BA V, QIPPSLA KD.
OMBINED Rail and Coach Tickets will also be issued as follow (1) Bright to
J Melbourne and Bairnsdale (by rail), thence to Omeo (by coach). Fares—First-
class, 645. ; Second-class, 51s. 6d. (2) Bairnsdale to Melbourne and Bright (by
rail), thence to Omeo (by coach). Fares
—First-class, 725. ; Second-class, 595.
6d. Residents of Omeo who take ad-
vantage of these tickets will require to
pay the coach fare to Bright or Bairns-
dale (according to the route travelled)
in addition to the above fares. The
coach fares are—Omeo to Bright, 355. ;
Omeo to Bairnsdale, 275. (3) Beech-
worth to Melbourne and Bairnsdale
(by rail), thence to Bright (by coach),
thence to Beech worth (by rail). Fares
—First-class, 101 s. 6d. ; second-class,
88s. (4) Beechworth to Bright (by
rail), thence to Bairnsdale (by coach),
thence to Melbourne and Beechworth
(by rail). Fares—First-class, 101 s.
6d. ; second-class, 88s.
FOR
Full Particulars
see Posters
at Stations.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-448894157/image?WID=500"", ""width"": 250}",nla.obj-448894157,1891-07-11,595,nla.obj-448663959,7,https://nla.gov.au/nla.obj-448894157,https://nla.gov.au/nla.obj-448894157/image,"

The Bulletin
VOl-ll—No. 595.
SATURDAY, JULY 11, 1891.
tfrioa
3L
PAYMENT OE MEMBERS IN N.S.W.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-657210077/image?WID=500"", ""width"": 250}",nla.obj-657210077,1915-04-15,1835,nla.obj-657171750,7,https://nla.gov.au/nla.obj-657210077,https://nla.gov.au/nla.obj-657210077/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post as a Newspaper.
Vot. 36.—N0. 1835.
THURSDAY, APRIL 15, 1915.
Price 6d.
THE GERMAN JEKYLL AND THE GERHOG HYDE.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-553671664/image?WID=500"", ""width"": 250}",nla.obj-553671664,1935-10-23,2906,nla.obj-553665226,7,https://nla.gov.au/nla.obj-553671664,https://nla.gov.au/nla.obj-553671664/image,"

The Bulletin
Vol. 56.—N0. 2906.
October 23, 1935.
J. B. GULLIVER WAKES UP.
“How long I slept I do not know, but I awoke tied down in a very strange position.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-646587115/image?WID=500"", ""width"": 250}",nla.obj-646587115,1905-06-15,1322,nla.obj-646586424,9,https://nla.gov.au/nla.obj-646587115,https://nla.gov.au/nla.obj-646587115/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post as a Newspaper.
Voti. 26.—N0. 1322.
THURSDAY, JUNE 15, 1905.
Pkich 6d.
In the vestibule of the Criterion
Hotel Mr. Reid received a deputa-
tion of Pacific Islanders. The depu-
tation consisted of three girls, clad
in white, a little boy, clad in white,
and two men. Their ages ranged
from 14 to 40. Approaching
the Prime Minister nervously,
the eldest of the girls read in
perfect English the following
petition :
THE PETITION.
”... We have been living In Queensland
from 10 to 30 years. We number about
30 men and 15 women, and have 40
born In this land. We; there-
I fore, appeal to you, as Premier of
■l Australia, to have some Saw made
HhL under w hich we may receive %
HBk the privileges of exemp- i|
Pfjp'.aL tion, and be permitted jmak
tIL’ to remain in
Queensland . /, '**
in peaceful
safdty. - '
Have got tired and
K one Home. Please call
at Moscow for the
£200,000,000 indemnity.
It is only 5000
Mifes over a Bad '
; w -i""
' “The Czar talks
of withdrawing his
troops and adopting a
system of passive
warfare.”
The Monkey : “ Banzai 1 ”
EMAKEftS~~j
For THEy SHALL.
own Trie
EbRT^JsW
_„. >ir \ -i4. M immF/
AM ARCH/EOLOGICAL FIND.
Joey Carruthers has recently unearthed what is undoubtedly the mummy of
Sundabrunker in a fair state of preservation, though the halo is slightly out of
repair. The relic will be deposited In the N.S.W. Upper House.
Wg Negotiations are
» now on foot to
W secure President
r Roosevelt, of the
U. S.A, as peacemaker
between the Monkey and
the Bear.
TEDDY’S STRENUOUS WAY.
. ‘' Here l You two kiss and make up ! ”
CARTOONLETS.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-604982767/image?WID=500"", ""width"": 250}",nla.obj-604982767,1932-12-14,2757,nla.obj-604935336,7,https://nla.gov.au/nla.obj-604982767,https://nla.gov.au/nla.obj-604982767/image,"

The Bulletin
Vol. 53.—N0. 2757.
December 14, 1932.
r/sov* 1 bonder.
How THIS !,, ||
is TO TURN
OUT?""
OptimuS Possum* ** QoinG To
Be /N YEAR. BELIEVE
me, THfNQS Go(NG
TO tiU^.
"" skart fellow,Optimus.
Knows what he. s w
TALKING ABOUT '■*'**
* ALL the sake,
i* a kam *
0F 50UMD JUDGtMEMT
v _ . • I' /■ o imC 1 »0 3E A
PP SSI AUS V7OMOAT- hO'Nw vftt ""
V(:aß< THE WORST VET-
terr-lb>le f £AK ‘
MORAL. :
WEAR YOUR
OWN PACE , oR
CvQ ABOUT
LO'OKINQ
LIKE
.
WISEACRE WALLABY: ""WELL, I THINK WE
MAY EXPECT A MARKEO IMPROVEMENT, THOUGH,
MIND YOU, WE MAY LOOK FORWARD TO A VERY
HARD TIME.""
"
"{""img_src"": ""https://nla.gov.au/nla.obj-692540800/image?WID=500"", ""width"": 250}",nla.obj-692540800,1887-01-08,362,nla.obj-692537737,1,https://nla.gov.au/nla.obj-692540800,https://nla.gov.au/nla.obj-692540800/image,"

The Bulletin
Vol. 7-No. 362
SATURDAY, JANUARY 8, 1887.
Price., 6d.
S>yDKey
Small Bores
IHE CHAMPW I3oßc
M Part BooK
doRC
'IE
IHE HAK-
-oveß-|bOßt\)
""fa SINITER'S
[3O RE
¥
\VeRISoSI
\ P>or£
% Youth FUI-
PoUTiT IAiV
\3ost
Ttje M^kal
to
Ctf'TifAU
'f IWop
Small Bores.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-611095247/image?WID=500"", ""width"": 250}",nla.obj-611095247,1927-10-20,2488,nla.obj-610989401,9,https://nla.gov.au/nla.obj-611095247,https://nla.gov.au/nla.obj-611095247/image,"

The Bulletin
Vol. 48 —Xo. 2488.
October 20, 1927.
SPRING CLEANING.
MISTRESS N. S. WALES: “First of all, we’ll sweep these cobwebs away, and then we’ll be able to see what we’re doing.”
NEW MAID BAVIN: “Sorry, ma’am, I’ve promised my young man to be kind to spiders. But, bless you, that don’t matter there’s plenty of other things
to use a broom on.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-491123285/image?WID=500"", ""width"": 250}",nla.obj-491123285,1894-09-15,761,nla.obj-491100327,7,https://nla.gov.au/nla.obj-491123285,https://nla.gov.au/nla.obj-491123285/image,"

The Bulletin
Registered at the General Post Office, Sydney, for transmission hy post as a Newspaper.
VoL 14— Vo. 761.
BATUKDAY, SEPTEMBER 15* 1894*
price «a.
p i pS; U, f rM 1 W 1 1 j
'toiii. '!!■-' S iiliHE mbSh
DISHING PARKES.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-443596271/image?WID=500"", ""width"": 250}",nla.obj-443596271,1890-04-12,530,nla.obj-443548973,7,https://nla.gov.au/nla.obj-443596271,https://nla.gov.au/nla.obj-443596271/image,"

The Bulletin
Vol. 11- No. 530.
SATURDAY, APRIL 12, 1890.
Price, 6:1.
f e I
I (f l[ <p ~
Irv O^PTVV 3 T Iff?
t_ L ®5 r>}o c rFe
(ISA te== i___dr <L
> :; i k
(N UKS 1 M 1 , y
Tht 6 uoo a m\om *o s>
afe o »•=> c. ia> t o ftt,
BuTTE. R Fuas> •
• [H t En\A I D ioCT >T F-KOfA
1H 6 6
~p>f Ain-, thonipscm s/^y^
W TO C. U«fc • p I'c 1 O INi
/ THE- HCiFi TA L &p A C <SI .
■ T tiß lady who
NOT ?EAR COHTACs-I Ol\ *
'Tie' /A Trrr-rr r
13 : :uic IH Avd HOUGH
VA/ I I L
, f LUiij-^
AH6
f
H
MORE ONFLUENZA.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-671771698/image?WID=500"", ""width"": 250}",nla.obj-671771698,1903-02-28,1202,nla.obj-671724185,9,https://nla.gov.au/nla.obj-671771698,https://nla.gov.au/nla.obj-671771698/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission as a Newspaper.
Vol. 24.—N0. 1202.
SATURDAY, FEBRUARY 28, 1903.
Price 6d
REID’S TICKLING POLICY.
GEORGE REID (to the Dry Doy): ""STAND BACK. YOU BEAST. IF HE SEES YOU I SHALL NOT BE ABLE TO CATOH HIM.”
(Reports of G. H. Reid's “ Freetrade"" speeches consist mostly oj “Laughter."")
"
"{""img_src"": ""https://nla.gov.au/nla.obj-599711756/image?WID=500"", ""width"": 250}",nla.obj-599711756,1930-02-05,2608,nla.obj-599695507,7,https://nla.gov.au/nla.obj-599711756,https://nla.gov.au/nla.obj-599711756/image,"

The Bulletin
Vol. 51. —No. 2608.
February 5, 1930.
ANOTHER CRUSADE GONE WRONG.
“The Beaverbrook -Melchett scheme for forcing Freetrade on the Empire was talked out in the Commons, members pointing out that an insuperable obstacle
was the self-governing dominions’ tariff walls.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-599615386/image?WID=500"", ""width"": 250}",nla.obj-599615386,1929-11-20,2597,nla.obj-599610695,7,https://nla.gov.au/nla.obj-599615386,https://nla.gov.au/nla.obj-599615386/image,"

The Bulletin
-VdTsor—No. 2597.
November 20, 1929.
THE BOOTSKI.
The hand was the hand of Scullin, but the foot was the foot of Moscow.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-558422689/image?WID=500"", ""width"": 250}",nla.obj-558422689,1936-05-06,2934,nla.obj-558326442,7,https://nla.gov.au/nla.obj-558422689,https://nla.gov.au/nla.obj-558422689/image,"

The Bulletin
Vol. 57. —No. 2934.
May 6, 1936.
“HUMANITARIANISM” TRIUMPHS.
“Get along with you, hangman—your occupation’s gone! They hired you to inflict a swift death; and call it ‘barbarous.’ They hire me to
inflict a living death; and call it ‘humane.’”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-532650413/image?WID=500"", ""width"": 250}",nla.obj-532650413,1942-05-13,3248,nla.obj-532578153,5,https://nla.gov.au/nla.obj-532650413,https://nla.gov.au/nla.obj-532650413/image,"

The Bulletin
Vol. 63. —No. 3248.
Wednesday, May 13, 1942.
MESSAGE TO GOERING.
“From ‘The Bulletin’s’ Secret Radio, Sydney. The R.A.F. is going to stamp YOU flat.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-553651092/image?WID=500"", ""width"": 250}",nla.obj-553651092,1935-10-02,2903,nla.obj-553650189,7,https://nla.gov.au/nla.obj-553651092,https://nla.gov.au/nla.obj-553651092/image,"

The Bulletin
Vol. 56.—N0. 2903.
October 2, 1935.
UNITED FOR “SANCTIONS.”
“There she goes, the old capitalistic witch!”
“H’sh, comrade—she’s one of US!”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-659869546/image?WID=500"", ""width"": 250}",nla.obj-659869546,1918-06-27,2002,nla.obj-659848811,7,https://nla.gov.au/nla.obj-659869546,https://nla.gov.au/nla.obj-659869546/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper.
Vol. 39.—N0, 2002.
THUKSDAY, JUNE 27, 1918.
Peice 6d.
FROM THE REAR.
THE MUDSLINGER; “Come on; 'ave another shot at ’em!”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-578559136/image?WID=500"", ""width"": 250}",nla.obj-578559136,1939-09-20,3110,nla.obj-578546441,7,https://nla.gov.au/nla.obj-578559136,https://nla.gov.au/nla.obj-578559136/image,"

NEUTRALITY FIRST.
“Go it, you guys; but don’t none of you forget that I’m nootral!”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-666553724/image?WID=500"", ""width"": 250}",nla.obj-666553724,1920-12-30,2133,nla.obj-666550063,7,https://nla.gov.au/nla.obj-666553724,https://nla.gov.au/nla.obj-666553724/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper.
Vol. 41.—N0. 2133.
THURSDAY, DECEMBER 30, 1920.
Price 9d.
HIS SHARE OF IT.
AUSTRALIA: “All very well, this constant boozing; but I have to do all the shouting!”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-450829406/image?WID=500"", ""width"": 250}",nla.obj-450829406,1890-07-26,545,nla.obj-450779275,5,https://nla.gov.au/nla.obj-450829406,https://nla.gov.au/nla.obj-450829406/image,"

The Bulletin
Vol. 11—STo. 545,
SATURDAY, JULY 26, 1890.
Price, 63.
? A 1
V
HE WOULDN’T PE NASTY.
“There being no objection to the preamble of the Bill, the Mayor, before putting it to the vote, said he was personally opposed to railways and tramways being taken out of the
hands of the Government and placed in the power of private people, but the city had received so very little consideration or remuneration from the Government for the use of its
streets, and the aldermen had so carefully considered the measure, that if they obtained the consent of the people he would have no objection to the adoption of a Bill of that
character.” — Mayor Burdekin on the Sydney Tramway Bill.
THE WHICH, BEING INTERPRETED
“Well, boys I don't believe in selling the trams, but the sale would't kill me and I don't intend to worry to death about it,""
"
